"","1","2","3","4","5","6","7","8","9","10"
"(d(i.playersize))",0,0,0,0,0,1,1,0,0,1
"(d[t]",0,0,0,0,0,1,1,0,0,1
"(d[t].loaded",0,0,0,0,0,1,1,0,0,1
"(e)",0,0,0,0,0,4,4,0,0,4
"(e.adservertargeting[t]",0,0,0,0,0,1,1,0,0,1
"(e.all",0,0,0,0,0,1,1,0,0,1
"(e.cpm",0,0,0,0,0,1,1,0,0,1
"(e.donecbcallcount",0,0,0,0,0,1,1,0,0,1
"(e.max",0,0,0,0,0,1,1,0,0,1
"(e.status",0,0,0,0,0,1,1,0,0,1
"(e.video",0,0,0,0,0,1,1,0,0,1
"(eg",0,0,0,0,0,1,1,0,0,1
"(function()",0,0,0,0,0,2,2,0,0,2
"(function(e)",0,0,0,0,0,7,7,0,0,7
"(function(e,",0,0,0,0,0,5,5,0,0,5
"(i.playersize)if",0,0,0,0,0,1,1,0,0,1
"(l)",0,0,0,0,0,1,1,0,0,1
"(n.onreadystatechange",0,0,0,0,0,1,1,0,0,1
"(n.readystate",0,0,0,0,0,1,1,0,0,1
"(null",0,0,0,0,0,2,2,0,0,2
"(o.isempty(e)",0,0,0,0,0,1,1,0,0,1
"(pbjs.biddersettings",0,0,0,0,0,1,1,0,0,1
"(r.cpm",0,0,0,0,0,1,1,0,0,1
"(r[e]",0,0,0,0,0,1,1,0,0,1
"(r[n.json_mapping.bd_setting_standard]",0,0,0,0,0,1,1,0,0,1
"(r[n.json_mapping.bd_setting_standard][n.json_mapping.adserver_targeting]",0,0,0,0,0,1,1,0,0,1
"(r[t]",0,0,0,0,0,1,1,0,0,1
"(s.length)",0,0,0,0,0,1,1,0,0,1
"(t.length)",0,0,0,0,0,1,1,0,0,1
"(t[n]",0,0,0,0,0,1,1,0,0,1
"(u(n,",0,0,0,0,0,2,2,0,0,2
"(u.filtersettings)",0,0,0,0,0,1,1,0,0,1
"(v.ad_units.length)",0,0,0,0,0,1,1,0,0,1
"(var",0,0,0,0,0,3,3,0,0,3
"(void",0,0,0,0,0,1,1,0,0,1
"(w.logerror(""please",0,0,0,0,0,3,3,0,0,3
"--\x3e\n",0,0,0,0,0,1,1,0,0,1
"-1)}},24:",0,0,0,0,0,1,1,0,0,1
"-1e11).replace(/[018]/g,",0,0,0,0,0,1,1,0,0,1
"-1e3",0,0,0,0,0,1,1,0,0,1
"-4e3",0,0,0,0,0,1,1,0,0,1
"-8e3",0,0,0,0,0,1,1,0,0,1
"0),",0,0,0,0,0,1,1,0,0,1
"0);t.callbids(e,",0,0,0,0,0,1,1,0,0,1
"0)}))},getusersyncs:",0,0,0,0,0,1,1,0,0,1
"0,bidder:",0,0,0,0,0,1,1,0,0,1
"0,e.ajaxbuilder)(a,",0,0,0,0,0,1,1,0,0,1
"0437",0,0,0,0,0,1,0,0,0,0
"0;if",0,0,0,0,0,1,1,0,0,1
"0;try",0,0,0,0,0,1,1,0,0,1
"0}),",0,0,0,0,0,1,1,0,0,1
"0}},",0,0,0,0,0,1,1,0,0,1
"1,000",0,0,0,0,0,1,0,0,0,0
"12.",0,0,0,0,0,2,0,0,0,0
"2),",0,0,0,0,0,1,1,0,0,1
"2),f",0,0,0,0,0,1,1,0,0,1
"2);o.width",0,0,0,0,0,1,1,0,0,1
"2016,",0,0,0,0,0,1,0,0,0,0
"2019cablenewsnetwork.",0,0,0,0,0,1,1,0,0,1
"2021.",0,0,0,0,0,1,0,0,0,0
"20th",0,0,0,0,0,2,0,0,0,0
"23.",0,0,0,0,0,11,0,0,0,0
"24.",0,0,0,0,0,1,0,0,0,0
"25.",0,0,0,0,0,1,0,0,0,0
"26.",0,0,0,0,0,2,0,0,0,0
"27.",0,0,0,0,0,1,0,0,0,0
"29.",0,0,0,0,0,5,0,0,0,0
"2nd,",0,0,0,0,0,1,0,0,0,0
"30.",0,0,0,0,0,4,0,0,0,0
"4).tostring(16)",0,0,0,0,0,1,1,0,0,1
"480]].",0,0,0,0,0,1,1,0,0,1
"===",0,0,0,0,0,19,31,0,0,67
"====",0,0,0,0,0,1,1,0,0,1
"=======",0,0,0,0,0,1,1,0,0,1
"[""banner"",",0,0,0,0,0,1,1,0,0,1
"[""criteo""];function",0,0,0,0,0,1,1,0,0,1
"[[640,",0,0,0,0,0,1,1,0,0,1
"[[],",0,0,0,0,0,1,1,0,0,1
"[]))}),",0,0,0,0,0,1,1,0,0,1
"[]).reduce((function(e,",0,0,0,0,0,2,2,0,0,2
"[]).sort((function(e,",0,0,0,0,0,1,1,0,0,1
"[]);w.logmessage(""calling",0,0,0,0,0,1,1,0,0,1
"[],",0,0,0,0,0,1,1,0,0,1
"[],h.registerbidadapter",0,0,0,0,0,1,1,0,0,1
"[];o.push(i.playersize),w.loginfo(""transforming",0,0,0,0,0,1,1,0,0,1
"[];return",0,0,0,0,0,1,1,0,0,1
"[];var",0,0,0,0,0,1,1,0,0,1
"[]]),",0,0,0,0,0,1,1,0,0,1
"[]},e",0,0,0,0,0,1,1,0,0,1
"[]}function",0,0,0,0,0,1,1,0,0,1
"[e.adservertargeting[t]]),e.adservertargeting[t]",0,0,0,0,0,1,1,0,0,1
"[e]",0,0,0,0,0,1,1,0,0,1
"[t.adservertargeting[e]])})))}return",0,0,0,0,0,1,1,0,0,1
"[t.video.playerwidth,",0,0,0,0,0,1,1,0,0,1
"[window.screen.width,",0,0,0,0,0,1,1,0,0,1
"[{key:",0,0,0,0,0,1,1,0,0,1
"\n\x3c!--",0,0,0,0,0,1,1,0,0,1
"\x3c!--pre_script_tag_macro--\x3e",0,0,0,0,0,1,1,0,0,1
"_(e,",0,0,0,0,0,1,1,0,0,1
"_({},",0,0,0,0,0,2,2,0,0,2
"a(e)",0,0,0,0,0,1,1,0,0,1
"a(n(10)),",0,0,0,0,0,1,1,0,0,1
"a(n(7)),",0,0,0,0,0,1,1,0,0,1
"a);var",0,0,0,0,0,1,1,0,0,1
"a,c",0,0,0,0,0,1,1,0,0,1
"a,s",0,0,0,0,0,1,1,0,0,1
"a.icon.sizes",0,0,0,0,0,1,1,0,0,1
"a.image.aspect_ratios",0,0,0,0,0,1,1,0,0,1
"a.image.sizes",0,0,0,0,0,1,1,0,0,1
"a.isnumber(t)",0,0,0,0,0,1,1,0,0,1
"a.isstr(t)",0,0,0,0,0,1,1,0,0,1
"a.logerror(""cannot",0,0,0,0,0,1,1,0,0,1
"a.logerror(t",0,0,0,0,0,1,1,0,0,1
"a.logwarn(""unsuported",0,0,0,0,0,1,1,0,0,1
"a.pblg",0,0,0,0,0,1,1,0,0,1
"a.requesttimestamp,u.emit(n.events.bid_adjustment,",0,0,0,0,0,1,1,0,0,1
"a.responsetimestamp",0,0,0,0,0,1,1,0,0,1
"abel",0,0,0,0,0,1,0,0,0,0
"accept",0,0,0,0,0,1,0,0,0,0
"accompanying",0,0,0,0,0,1,0,0,0,0
"according",0,0,0,0,0,1,0,0,0,3
"activists",0,0,0,0,0,1,0,0,0,0
"adapter",0,0,0,0,0,1,1,0,0,1
"addresses",0,0,0,0,0,2,0,0,0,0
"adjustment"",",0,0,0,0,0,1,1,0,0,1
"adserver",0,0,0,0,0,1,1,0,0,1
"agreement",0,0,0,0,0,1,0,0,0,0
"air",0,0,0,0,0,5,0,0,0,0
"alkhshali,",0,0,0,0,0,1,0,0,0,0
"allegiance",0,0,0,0,0,1,0,0,0,0
"allrightsreserved.",0,0,0,0,0,1,1,0,0,1
"alvarado,",0,0,0,0,0,1,0,0,0,0
"ambassador",0,0,0,0,0,1,0,0,0,0
"ambassador.",0,0,0,0,0,1,0,0,0,0
"america's",0,0,0,0,0,1,0,0,0,0
"amid",0,0,0,0,0,1,1,0,0,2
"among",0,0,0,0,0,1,0,0,1,1
"anniversary",0,0,0,0,0,2,0,0,0,0
"announcement",0,0,0,0,0,1,0,0,0,0
"anti-government",0,0,0,0,0,3,1,0,0,1
"appealed",0,0,0,0,0,1,0,0,0,0
"appears",0,0,0,0,0,1,0,0,1,0
"archives",0,0,0,0,0,2,2,0,0,2
"area",0,0,0,0,0,1,0,0,0,0
"arms",0,0,0,0,0,1,0,0,0,0
"arms""",0,0,0,0,0,1,0,0,0,0
"army.",0,0,0,0,0,1,0,0,0,0
"array",0,0,0,0,0,3,3,0,0,3
"array.isarray(e.sizes)",0,0,0,0,0,1,1,0,0,1
"array.isarray(l.deepaccess(e,",0,0,0,0,0,1,1,0,0,1
"array.isarray(o)",0,0,0,0,0,1,1,0,0,1
"arriving",0,0,0,0,0,1,0,0,0,0
"assembly,""",0,0,0,0,0,1,0,0,0,0
"assets",0,0,0,0,0,1,0,0,0,4
"assured",0,0,0,0,0,1,0,0,0,0
"atlanta.",0,0,0,0,0,1,0,0,0,0
"attach",0,0,0,0,0,2,1,0,0,1
"attending",0,0,0,0,0,1,0,0,0,0
"attorney",0,0,0,0,0,1,0,0,0,0
"authenticate",0,0,0,0,0,1,0,0,0,0
"authenticity",0,0,0,0,0,1,0,0,0,0
"aware",0,0,0,0,0,1,0,0,0,0
"b(e,",0,0,0,0,0,1,1,0,0,1
"b(n,",0,0,0,0,0,1,1,0,0,1
"b(t)",0,0,0,0,0,1,1,0,0,1
"b({},",0,0,0,0,0,3,3,0,0,3
"backs",0,0,0,0,0,1,0,0,0,0
"banknotes",0,0,0,0,0,1,0,0,0,0
"bar",0,0,0,0,0,1,0,0,0,0
"barnes",0,0,0,0,0,1,0,0,0,1
"barricades",0,0,0,0,0,1,0,0,0,0
"base",0,0,0,0,0,1,0,0,2,0
"began",0,0,0,0,0,1,0,0,0,0
"begun",0,0,0,0,0,1,0,0,0,0
"beloved",0,0,0,0,0,2,0,0,0,0
"besides",0,0,0,0,0,1,0,0,0,0
"betrays",0,0,0,0,0,1,0,0,0,0
"between",0,0,0,0,0,1,1,0,1,0
"bid",0,0,0,0,0,2,2,1,1,2
"bidder",0,0,0,0,0,1,1,0,0,1
"bidders",0,0,0,0,0,1,1,0,0,1
"bidrequest",0,0,0,0,0,1,1,0,0,1
"bidrequests.",0,0,0,0,0,1,1,0,0,1
"bogota,",0,0,0,0,0,1,0,0,0,0
"bolivar",0,0,0,0,0,2,0,0,0,0
"bolton",0,0,0,0,0,1,1,0,0,6
"bottom",0,0,0,0,0,1,0,0,0,0
"brazil",0,0,0,0,0,1,0,0,0,0
"bullets",0,0,0,0,0,1,0,0,0,0
"bus",0,0,0,0,0,1,0,0,0,0
"b},getadunits:",0,0,0,0,0,1,1,0,0,1
"c),l",0,0,0,0,0,1,1,0,0,1
"c)}}}u.foreach((function(e)",0,0,0,0,0,1,1,0,0,1
"c.bid_status.rendered],",0,0,0,0,0,1,1,0,0,1
"c.logwarn('detected",0,0,0,0,0,1,1,0,0,1
"c.logwarn('number",0,0,0,0,0,1,1,0,0,1
"c.logwarn('usersync",0,0,0,0,0,1,1,0,0,1
"c.s2s.src)].push(t),e}),",0,0,0,0,0,1,1,0,0,1
"canister",0,0,0,0,0,1,0,0,0,0
"caption",0,0,0,0,0,40,0,0,0,0
"caracas'",0,0,0,0,0,1,0,0,0,0
"caracas.",0,0,0,0,0,5,0,0,1,0
"carlos",0,0,0,0,0,1,0,0,0,0
"case",0,0,0,0,0,2,0,0,0,0
"catch",0,0,0,0,0,3,3,0,0,3
"cell",0,0,0,0,0,1,0,0,0,0
"chat",0,0,0,0,0,1,1,0,0,1
"chavez",0,0,0,0,0,2,0,0,0,0
"chavez's",0,0,0,0,0,1,0,0,0,0
"chavez,",0,0,0,0,0,2,0,0,0,0
"chavista",0,0,0,0,0,1,0,0,2,0
"cheers",0,0,0,0,0,1,0,0,0,0
"china,",0,0,0,0,0,1,0,0,0,1
"circulating",0,0,0,0,0,1,0,0,0,0
"city",0,0,0,0,0,1,0,0,1,0
"claim",0,0,0,0,0,1,0,0,1,0
"clashed",0,0,0,0,0,1,0,0,0,0
"clashes",0,0,0,0,0,1,0,0,0,0
"clashing",0,0,0,0,0,1,0,0,0,0
"claudia",0,0,0,0,0,2,0,0,0,0
"cnnsans&2016cablenewsnetwork.",0,0,0,0,0,1,1,0,0,1
"col.",0,0,0,0,0,1,1,0,0,1
"cold",0,0,0,0,0,1,0,0,0,0
"collapse",0,0,0,0,0,1,0,0,0,0
"colombia'",0,0,0,0,0,1,0,0,0,0
"colombia,",0,0,0,0,0,2,0,0,0,1
"comandante",0,0,0,0,0,1,0,0,0,0
"command",0,0,0,0,0,3,0,0,0,0
"commemorating",0,0,0,0,0,1,0,0,0,0
"community",0,0,0,0,0,1,0,1,0,0
"company,",0,0,0,0,0,1,0,0,0,1
"config.",0,0,0,0,0,1,1,0,0,1
"configs;",0,0,0,0,0,1,1,0,0,1
"configuration",0,0,0,0,0,1,1,0,0,1
"constitution.""",0,0,0,0,0,1,0,0,0,0
"contributed",0,0,0,0,0,1,1,0,0,2
"correspondent",0,0,0,0,0,1,0,0,0,0
"countries,",0,0,0,0,0,1,0,0,0,0
"countrymen",0,0,0,0,0,1,0,0,0,0
"court,",0,0,0,0,0,1,0,0,0,0
"creating",0,0,0,0,0,1,0,0,0,0
"crippled",0,0,0,0,0,1,0,0,0,0
"cucuta,",0,0,0,0,0,1,0,0,0,0
"d(e)",0,0,0,0,0,1,1,0,0,1
"d(t.mediatype),",0,0,0,0,0,1,1,0,0,1
"d);return",0,0,0,0,0,1,1,0,0,1
"d,t.getkeyvaluetargetingpairs",0,0,0,0,0,1,1,0,0,1
"d.renderer;u",0,0,0,0,0,1,1,0,0,1
"d[0],",0,0,0,0,0,1,1,0,0,1
"d[1];if",0,0,0,0,0,1,1,0,0,1
"d[t]",0,0,0,0,0,1,1,0,0,1
"d[t].callbacks.push(e))",0,0,0,0,0,1,1,0,0,1
"d[t].callbacks.push(e),s(t,",0,0,0,0,0,1,1,0,0,1
"dare",0,0,0,0,0,2,0,0,0,0
"debate",0,0,0,0,0,1,0,0,0,0
"decide",0,0,0,0,0,1,0,0,0,0
"defected",0,0,0,0,0,1,1,0,0,1
"defection",0,0,0,0,0,3,0,0,0,0
"defections",0,0,0,0,0,1,0,0,0,0
"defend",0,0,0,0,0,2,0,0,0,1
"defense",0,0,0,0,0,1,1,0,0,5
"defense.""",0,0,0,0,0,1,0,0,0,0
"defiant",0,0,0,0,0,1,0,0,0,0
"degrees",0,0,0,0,0,2,2,0,0,2
"delete",0,0,0,0,0,1,1,0,0,1
"demonstration",0,0,0,0,0,2,0,0,1,0
"demonstrator",0,0,0,0,0,1,0,0,0,0
"denounced",0,0,0,0,0,1,0,0,0,0
"deputy",0,0,0,0,0,1,0,0,0,0
"descent",0,0,0,0,0,1,0,0,0,0
"desertion",0,0,0,0,0,1,0,0,0,0
"destined",0,0,0,0,0,1,0,0,0,0
"dialogue",0,0,0,0,0,1,0,0,0,0
"dictatorial",0,0,0,0,0,1,0,0,0,0
"dimensions",0,0,0,0,0,1,1,0,0,1
"divisions.",0,0,0,0,0,1,0,0,0,0
"do?",0,0,0,0,0,1,0,0,0,0
"document",0,0,0,0,0,1,0,0,0,0
"document"",",0,0,0,0,0,1,1,0,0,1
"document.createelement(""script"");n.type",0,0,0,0,0,2,2,0,0,2
"document.getelementsbytagname(""body"")).length",0,0,0,0,0,1,1,0,0,1
"document.getelementsbytagname(""head"");(r",0,0,0,0,0,1,1,0,0,1
"domestic",0,0,0,0,0,1,0,0,0,1
"dominguez",0,0,0,0,0,2,0,0,0,0
"donald",0,0,0,0,0,1,0,0,1,3
"doorstep?",0,0,0,0,0,1,0,0,0,0
"dozen",0,0,0,0,0,2,0,0,0,0
"dueling",0,0,0,0,0,2,0,0,0,0
"dying",0,0,0,0,0,1,0,0,0,0
"e()",0,0,0,0,0,1,1,0,0,1
"e()}))}),",0,0,0,0,0,1,1,0,0,1
"e()}return",0,0,0,0,0,1,1,0,0,1
"e))}",0,0,0,0,0,1,1,0,0,1
"e))}).store",0,0,0,0,0,1,1,0,0,1
"e),",0,0,0,0,0,2,2,0,0,2
"e);return",0,0,0,0,0,1,1,0,0,1
"e);var",0,0,0,0,0,1,1,0,0,1
"e)e.hasownproperty(n)",0,0,0,0,0,1,1,0,0,1
"e)for",0,0,0,0,0,1,1,0,0,1
"e)if",0,0,0,0,0,1,1,0,0,1
"e)object.prototype.hasownproperty.call(e,",0,0,0,0,0,1,1,0,0,1
"e)throw",0,0,0,0,0,1,1,0,0,1
"e)}(void",0,0,0,0,0,1,1,0,0,1
"e)})))return",0,0,0,0,0,1,1,0,0,1
"e)})),l.callbids(v,",0,0,0,0,0,1,1,0,0,1
"e)})).join("","")),s.foreach((function(e)",0,0,0,0,0,1,1,0,0,1
"e)},a.getbididparameter",0,0,0,0,0,1,1,0,0,1
"e)},getwinningbids:",0,0,0,0,0,1,1,0,0,1
"e)}0",0,0,0,0,0,1,1,0,0,1
"e)}return",0,0,0,0,0,1,1,0,0,1
"e)}};function",0,0,0,0,0,1,1,0,0,1
"e,a.insertelement(n),d[e]",0,0,0,0,0,1,1,0,0,1
"e,function(e)",0,0,0,0,0,2,2,0,0,2
"e,t}})(n(0));var",0,0,0,0,0,1,1,0,0,1
"e.__esmodule",0,0,0,0,0,1,1,0,0,1
"e.__esmodule)return",0,0,0,0,0,1,1,0,0,1
"e.adid}},",0,0,0,0,0,1,1,0,0,1
"e.adservertargeting[n]})).foreach((t",0,0,0,0,0,1,1,0,0,1
"e.adservertargeting[t].concat(i.adservertargeting[t]).filter(s.uniques),delete",0,0,0,0,0,1,1,0,0,1
"e.adunitcode",0,0,0,0,0,2,2,0,0,2
"e.adunitcode,",0,0,0,0,0,1,1,0,0,1
"e.all",0,0,0,0,0,3,3,0,0,3
"e.auctionid,",0,0,0,0,0,1,1,0,0,1
"e.bid,",0,0,0,0,0,1,1,0,0,1
"e.biddercode),b.emit(c.events.bid_requested,",0,0,0,0,0,1,1,0,0,1
"e.biddercode),done:",0,0,0,0,0,1,1,0,0,1
"e.biddercode,",0,0,0,0,0,1,1,0,0,1
"e.biddercode}},",0,0,0,0,0,1,1,0,0,1
"e.bidrequest,",0,0,0,0,0,1,1,0,0,1
"e.buckets.foreach((function(e)",0,0,0,0,0,1,1,0,0,1
"e.code",0,0,0,0,0,1,1,0,0,1
"e.code)}));window.googletag.pubads().getslots().foreach((function(n)",0,0,0,0,0,1,1,0,0,1
"e.concat((t.bids",0,0,0,0,0,1,1,0,0,1
"e.concat(t.bidder)}),",0,0,0,0,0,1,1,0,0,1
"e.contentdocument.document",0,0,0,0,0,2,2,0,0,2
"e.contentdocument}",0,0,0,0,0,1,1,0,0,1
"e.contentwindow",0,0,0,0,0,1,1,0,0,1
"e.contentwindow.document",0,0,0,0,0,1,1,0,0,1
"e.cpm,",0,0,0,0,0,1,1,0,0,1
"e.dealid}},",0,0,0,0,0,1,1,0,0,1
"e.executecallback(!0)}function",0,0,0,0,0,1,1,0,0,1
"e.filter((function(e)",0,0,0,0,0,1,1,0,0,1
"e.gettimeout()",0,0,0,0,0,1,1,0,0,1
"e.height])})).filter(d).filter(t.isbidnotexpired),",0,0,0,0,0,1,1,0,0,1
"e.iframeenabled)",0,0,0,0,0,1,1,0,0,1
"e.increment",0,0,0,0,0,1,1,0,0,1
"e.key,",0,0,0,0,0,1,1,0,0,1
"e.key})).concat(r).filter(s.uniques)}function",0,0,0,0,0,1,1,0,0,1
"e.max",0,0,0,0,0,1,1,0,0,1
"e.mediatype",0,0,0,0,0,1,1,0,0,1
"e.mediatypes.native.icon.sizes)}})),e},h.callbids",0,0,0,0,0,1,1,0,0,1
"e.mediatypes.native.image.aspect_ratios),a.icon",0,0,0,0,0,1,1,0,0,1
"e.mediatypes.native.image.sizes),a.image",0,0,0,0,0,1,1,0,0,1
"e.mediatypes.video.playersize.length",0,0,0,0,0,1,1,0,0,1
"e.mediatypes.video.playersize[0]",0,0,0,0,0,1,1,0,0,1
"e.mediatypes.video.playersize}if",0,0,0,0,0,1,1,0,0,1
"e.mediatype}}]),r[n.json_mapping.bd_setting_standard]}function",0,0,0,0,0,1,1,0,0,1
"e.min",0,0,0,0,0,2,2,0,0,2
"e.params.referrer",0,0,0,0,0,2,2,0,0,2
"e.params;if",0,0,0,0,0,1,1,0,0,1
"e.pbag",0,0,0,0,0,1,1,0,0,1
"e.pbcg",0,0,0,0,0,1,1,0,0,1
"e.pbdg",0,0,0,0,0,1,1,0,0,1
"e.pbhg",0,0,0,0,0,1,1,0,0,1
"e.pblg",0,0,0,0,0,1,1,0,0,1
"e.pbmg",0,0,0,0,0,1,1,0,0,1
"e.precision;void",0,0,0,0,0,1,1,0,0,1
"e.renderer.install({url:",0,0,0,0,0,1,1,0,0,1
"e.run(),r}function",0,0,0,0,0,1,1,0,0,1
"e.sizes",0,0,0,0,0,2,2,0,0,2
"e.size}},",0,0,0,0,0,1,1,0,0,1
"e.source}},",0,0,0,0,0,1,1,0,0,1
"e.start",0,0,0,0,0,1,1,0,0,1
"e.status)",0,0,0,0,0,1,1,0,0,1
"e.substring(0,",0,0,0,0,0,1,1,0,0,1
"e.val;if",0,0,0,0,0,1,1,0,0,1
"e.video.context);return",0,0,0,0,0,1,1,0,0,1
"e.video.context)return",0,0,0,0,0,1,1,0,0,1
"e;return",0,0,0,0,0,1,1,0,0,1
"e;var",0,0,0,0,0,2,2,0,0,2
"e[n]);return",0,0,0,0,0,1,1,0,0,1
"e[number(void",0,0,0,0,0,1,1,0,0,1
"e[r.key]",0,0,0,0,0,1,1,0,0,1
"e[t]",0,0,0,0,0,3,3,0,0,3
"e[t])return",0,0,0,0,0,1,1,0,0,1
"e[t]++}},addwinningbid:",0,0,0,0,0,1,1,0,0,1
"e[t],",0,0,0,0,0,1,1,0,0,1
"earlier,",0,0,0,0,0,1,0,0,0,0
"early",0,0,0,0,0,4,0,0,0,0
"economically",0,0,0,0,0,1,0,0,0,0
"edited,",0,0,0,0,0,1,0,0,0,0
"effort.",0,0,0,0,0,1,0,0,0,0
"either",0,0,0,0,0,1,1,0,0,1
"elections",0,0,0,0,0,4,0,0,0,1
"else",0,0,0,0,0,5,7,0,0,13
"empire,",0,0,0,0,0,1,0,0,0,0
"empty",0,0,0,0,0,1,1,0,0,1
"encodeuricomponent(e[n])",0,0,0,0,0,1,1,0,0,1
"encodeuricomponent(n)",0,0,0,0,0,1,1,0,0,1
"entrance",0,0,0,0,0,1,0,0,0,0
"equestrian",0,0,0,0,0,2,2,0,0,2
"error:",0,0,0,0,0,1,1,0,0,1
"erupted,",0,0,0,0,0,1,0,0,0,0
"esteban",0,0,0,0,0,1,0,0,0,0
"everyone,",0,0,0,0,0,1,0,0,0,0
"exceeded",0,0,0,0,0,1,1,0,0,1
"exclusive.'),!1;var",0,0,0,0,0,1,1,0,0,1
"executed",0,0,0,0,0,1,1,0,0,1
"exercises",0,0,0,0,0,1,0,0,0,0
"exercises""",0,0,0,0,0,1,0,0,0,0
"external",0,0,0,0,0,3,3,0,0,3
"e})({},",0,0,0,0,0,1,1,0,0,1
"e}));return",0,0,0,0,0,1,1,0,0,1
"e}),",0,0,0,0,0,1,1,0,0,1
"e},a.parsequerystringparameters",0,0,0,0,0,1,1,0,0,1
"e},getauctionid:",0,0,0,0,0,1,1,0,0,1
"e},getbiddercode:",0,0,0,0,0,1,1,0,0,1
"e}},25:",0,0,0,0,0,1,1,0,0,1
"e}}var",0,0,0,0,0,1,1,0,0,1
"f)},setbidtargeting:",0,0,0,0,0,1,1,0,0,1
"f.auto,a.pbdg",0,0,0,0,0,1,1,0,0,1
"f.config.getconfig(""pageurl"");return",0,0,0,0,0,1,1,0,0,1
"f.custom,a.biddercode",0,0,0,0,0,1,1,0,0,1
"f.dense,a.pbcg",0,0,0,0,0,1,1,0,0,1
"f.filter((function(e)",0,0,0,0,0,1,1,0,0,1
"f.high,a.pbag",0,0,0,0,0,1,1,0,0,1
"f.low,a.pbmg",0,0,0,0,0,1,1,0,0,1
"f.med,a.pbhg",0,0,0,0,0,1,1,0,0,1
"face",0,0,0,0,0,3,0,0,0,1
"faces",0,0,0,0,0,2,2,0,1,2
"facilitate",0,0,0,0,0,1,0,0,0,0
"fair,",0,0,0,0,0,1,0,0,0,0
"far,",0,0,0,0,0,1,0,0,0,0
"feature",0,0,0,0,0,2,2,0,0,2
"features",0,0,0,0,0,4,4,0,0,4
"fidelity",0,0,0,0,0,1,0,0,0,0
"field.",0,0,0,0,0,3,3,0,0,3
"filmed.",0,0,0,0,0,1,0,0,0,0
"filtered",0,0,0,0,0,1,1,0,0,1
"find",0,0,0,0,0,1,1,0,0,1
"fire",0,0,0,0,0,2,0,0,0,0
"fires",0,0,0,0,0,2,0,0,0,0
"flashes",0,0,0,0,0,1,0,0,0,0
"force's",0,0,0,0,0,1,0,0,0,0
"forces""",0,0,0,0,0,1,0,0,0,0
"format",0,0,0,0,0,1,1,0,0,1
"format.""),e.sizes",0,0,0,0,0,1,1,0,0,1
"fort",0,0,0,0,0,1,0,0,0,0
"forthcoming",0,0,0,0,0,1,0,0,0,0
"forward",0,0,0,0,0,1,0,0,0,1
"framework",0,0,0,0,0,1,0,0,0,0
"freedom",0,0,0,0,0,2,2,0,0,2
"freedom.""",0,0,0,0,0,1,0,0,0,0
"freeze",0,0,0,0,0,1,0,0,0,0
"front",0,0,0,0,0,1,0,0,0,0
"fuel",0,0,0,0,0,1,0,0,0,0
"fully",0,0,0,0,0,1,0,0,0,0
"function()",0,0,0,0,0,13,14,0,0,17
"function(e)",0,0,0,0,0,21,21,0,0,21
"function(e,",0,0,0,0,0,17,17,0,0,17
"function(n,",0,0,0,0,0,1,1,0,0,1
"function(t)",0,0,0,0,0,1,1,0,0,1
"function(t,",0,0,0,0,0,1,1,0,0,1
"further",0,0,0,0,0,1,0,0,1,0
"g,ad_units:",0,0,0,0,0,1,1,0,0,1
"g.max",0,0,0,0,0,1,1,0,0,1
"g.resetpresettargeting",0,0,0,0,0,1,1,0,0,1
"g[r.size_id].split(""x"").map((function(e)",0,0,0,0,0,1,1,0,0,1
"gallon",0,0,0,0,0,1,0,0,0,0
"gas",0,0,0,0,0,3,0,0,0,0
"gather",0,0,0,0,0,2,0,0,0,0
"gen.",0,0,0,0,0,1,0,0,0,0
"general",0,0,0,0,0,1,0,0,0,0
"generals",0,0,0,0,0,1,0,0,0,0
"gesture",0,0,0,0,0,1,0,0,0,0
"getting",0,0,0,0,0,1,1,0,0,1
"given",0,0,0,0,0,1,0,0,0,1
"glasses",0,0,0,0,0,1,0,0,0,0
"gmt",0,0,0,0,0,1,1,0,0,1
"gratitude",0,0,0,0,0,1,0,0,0,0
"greets",0,0,0,0,0,1,0,0,0,0
"grew",0,0,0,0,0,1,0,0,0,0
"ground",0,0,0,0,0,1,0,0,0,1
"guaido's",0,0,0,0,0,4,0,0,0,1
"guaido.",0,0,0,0,0,4,0,0,0,0
"guarantees,",0,0,0,0,0,1,0,0,0,0
"guard",0,0,0,0,0,1,0,0,0,0
"g},getbidsreceived:",0,0,0,0,0,1,1,0,0,1
"hamdi",0,0,0,0,0,1,0,0,0,0
"hand",0,0,0,0,0,1,0,0,0,1
"handout",0,0,0,0,0,1,0,0,0,0
"hands",0,0,0,0,0,1,0,0,1,0
"happening",0,0,0,0,0,1,1,0,0,1
"happens",0,0,0,0,0,1,0,0,0,0
"hasn't",0,0,0,0,0,1,0,0,0,1
"he's",0,0,0,0,0,1,0,0,0,2
"head",0,0,0,0,0,2,1,0,0,1
"header",0,0,0,0,0,1,1,0,0,1
"heal",0,0,0,0,0,1,0,0,0,0
"hear",0,0,0,0,0,1,0,0,0,0
"heeded",0,0,0,0,0,1,0,0,0,0
"heroes",0,0,0,0,0,2,2,0,0,2
"hide",0,0,0,0,0,40,0,0,0,0
"high",0,0,0,0,0,1,0,0,0,1
"history",0,0,0,0,0,1,0,0,1,0
"history,",0,0,0,0,0,1,0,0,0,0
